Exon_Genomic_Coordinates	Exon_Ensembl_Transcript_ID	Exon_Gene_Symbol	Exon_Number	Min_Coverage_B48279	Max_Coverage_B48279	Mean_Coverage_B48279	Median_Coverage_B48279	Min_Coverage_B48280	Max_Coverage_B48280	Mean_Coverage_B48280	Median_Coverage_B48280	Min_Coverage_B48281	Max_Coverage_B48281	Mean_Coverage_B48281	Median_Coverage_B48281	Min_Coverage_B48282	Max_Coverage_B48282	Mean_Coverage_B48282	Median_Coverage_B48282	Min_Coverage_B48283	Max_Coverage_B48283	Mean_Coverage_B48283	Median_Coverage_B48283	Min_Coverage_B48284	Max_Coverage_B48284	Mean_Coverage_B48284	Median_Coverage_B48284	Min_Coverage_B48285	Max_Coverage_B48285	Mean_Coverage_B48285	Median_Coverage_B48285	Min_Coverage_B48286	Max_Coverage_B48286	Mean_Coverage_B48286	Median_Coverage_B48286	Min_Coverage_B48287	Max_Coverage_B48287	Mean_Coverage_B48287	Median_Coverage_B48287	Min_Coverage_B48288	Max_Coverage_B48288	Mean_Coverage_B48288	Median_Coverage_B48288	Min_Coverage_B48289	Max_Coverage_B48289	Mean_Coverage_B48289	Median_Coverage_B48289	Min_Coverage_B48290	Max_Coverage_B48290	Mean_Coverage_B48290	Median_Coverage_B48290	Min_Coverage_B48291	Max_Coverage_B48291	Mean_Coverage_B48291	Median_Coverage_B48291	Min_Coverage_B48292	Max_Coverage_B48292	Mean_Coverage_B48292	Median_Coverage_B48292	Min_Coverage_B48293	Max_Coverage_B48293	Mean_Coverage_B48293	Median_Coverage_B48293	Min_Coverage_B48294	Max_Coverage_B48294	Mean_Coverage_B48294	Median_Coverage_B48294	Min_Coverage_B48295	Max_Coverage_B48295	Mean_Coverage_B48295	Median_Coverage_B48295	Min_Coverage_B48296	Max_Coverage_B48296	Mean_Coverage_B48296	Median_Coverage_B48296	Min_Coverage_B48297	Max_Coverage_B48297	Mean_Coverage_B48297	Median_Coverage_B48297	Min_Coverage_B48298	Max_Coverage_B48298	Mean_Coverage_B48298	Median_Coverage_B48298	Min_Coverage_B48299	Max_Coverage_B48299	Mean_Coverage_B48299	Median_Coverage_B48299	Min_Coverage_B48300	Max_Coverage_B48300	Mean_Coverage_B48300	Median_Coverage_B48300	Min_Coverage_B48301	Max_Coverage_B48301	Mean_Coverage_B48301	Median_Coverage_B48301	Min_Coverage_B48302	Max_Coverage_B48302	Mean_Coverage_B48302	Median_Coverage_B48302	Min_Coverage_B48303	Max_Coverage_B48303	Mean_Coverage_B48303	Median_Coverage_B48303	Min_Coverage_B48304	Max_Coverage_B48304	Mean_Coverage_B48304	Median_Coverage_B48304	Min_Coverage_B48305	Max_Coverage_B48305	Mean_Coverage_B48305	Median_Coverage_B48305	Min_Coverage_B48306	Max_Coverage_B48306	Mean_Coverage_B48306	Median_Coverage_B48306	Min_Coverage_B48307	Max_Coverage_B48307	Mean_Coverage_B48307	Median_Coverage_B48307	Min_Coverage_B48308	Max_Coverage_B48308	Mean_Coverage_B48308	Median_Coverage_B48308	Min_Coverage_B48309	Max_Coverage_B48309	Mean_Coverage_B48309	Median_Coverage_B48309	Min_Coverage_B48310	Max_Coverage_B48310	Mean_Coverage_B48310	Median_Coverage_B48310	Min_Coverage_B48311	Max_Coverage_B48311	Mean_Coverage_B48311	Median_Coverage_B48311	Min_Coverage_B48312	Max_Coverage_B48312	Mean_Coverage_B48312	Median_Coverage_B48312	Min_Coverage_B48313	Max_Coverage_B48313	Mean_Coverage_B48313	Median_Coverage_B48313	Min_Coverage_B48314	Max_Coverage_B48314	Mean_Coverage_B48314	Median_Coverage_B48314	Min_Coverage_B48315	Max_Coverage_B48315	Mean_Coverage_B48315	Median_Coverage_B48315	Min_Coverage_B48316	Max_Coverage_B48316	Mean_Coverage_B48316	Median_Coverage_B48316	Min_Coverage_B48317	Max_Coverage_B48317	Mean_Coverage_B48317	Median_Coverage_B48317	Min_Coverage_B48318	Max_Coverage_B48318	Mean_Coverage_B48318	Median_Coverage_B48318	Min_Coverage_B48319	Max_Coverage_B48319	Mean_Coverage_B48319	Median_Coverage_B48319	Min_Coverage_B48320	Max_Coverage_B48320	Mean_Coverage_B48320	Median_Coverage_B48320	Min_Coverage_B48321	Max_Coverage_B48321	Mean_Coverage_B48321	Median_Coverage_B48321	Min_Coverage_B48322	Max_Coverage_B48322	Mean_Coverage_B48322	Median_Coverage_B48322	Min_Coverage_B48323	Max_Coverage_B48323	Mean_Coverage_B48323	Median_Coverage_B48323
chr10:89624205-89725256	PTEN	PTEN	exon_1	0	234	2.79377739953093	0.0	0	183	1.6291377621201175	0.0	0	216	2.0038594373138316	0.0	0	168	1.8637024868630692	0.0	0	157	1.5077535106035567	0.0	0	189	3.385815083472702	0.0	0	211	1.8925295147994576	0.0	0	214	2.819427813678242	0.0	0	194	2.303757508584774	0.0	0	152	1.5938090667088896	0.0	0	275	4.937912539212872	0.0	0	720	13.458016249220691	0.0	0	225	2.5890787820011676	0.0	0	109	1.5487229220888463	0.0	0	307	5.849412672808779	0.0	0	309	3.7872757320560906	0.0	0	123	1.5137306904434396	0.0	0	198	2.4120790491929816	0.0	0	223	1.9216633185223304	0.0	0	202	3.753589771501519	0.0	0	232	2.7959842059949924	0.0	0	171	2.5614788572107154	0.0	0	205	2.3842614125540567	0.0	0	166	2.267181918041385	0.0	0	289	4.311783158998922	0.0	0	262	2.1856884147608633	0.0	0	528	9.389219305103364	0.0	0	533	7.802594729394069	0.0	0	493	8.545120780595937	0.0	0	242	3.3490514690601776	0.0	0	257	3.9156861386824473	0.0	0	232	4.123195218256128	0.0	0	206	2.9510643140592374	0.0	0	180	2.7787453859932114	0.0	0	97	1.303094477046244	0.0	0	185	2.405042998090073	0.0	0	210	1.5235277236247045	0.0	0	204	2.108430396532444	0.0	0	203	1.5664664377393593	0.0	0	178	1.901980188221789	0.0	0	301	4.03910896478016	0.0	0	187	2.2371574749383973	0.0	0	271	4.68809808908373	0.0	0	208	2.4555719389219304	0.0	0	272	4.521835508802486	0.0
chr10:90750588-90774221	FAS	ACTA2,FAS	exon_1,exon_1	0	490	15.671053188338341	0.0	0	164	6.568907883044895	0.0	0	332	7.982566749883637	0.0	0	183	6.94088774171709	0.0	0	183	6.426099098717894	0.0	0	352	14.918292218508018	0.0	0	219	8.357804764524182	0.0	0	317	12.065543942791859	0.0	0	257	10.679050480260653	0.0	0	166	8.156941564761139	0.0	0	390	21.185757203909787	0.0	0	796	57.11001565607413	0.0	0	295	12.909998730588583	0.0	0	204	8.437904624888926	0.0	0	429	23.67549612829518	0.0	0	421	16.87733254347734	0.0	0	214	7.037193754495832	0.0	0	328	11.442305251131891	0.0	0	274	8.163796386408835	0.0	0	234	14.741928659078408	0.0	0	242	11.25714043921635	0.0	0	316	12.963737147209411	0.0	0	273	12.855583294545763	0.0	0	268	11.202851944315153	0.0	0	300	18.262260398595185	0.0	0	411	11.367663859856979	0.0	0	631	40.05644649430881	0.0	0	670	29.73469301400584	0.0	0	593	37.33283967333813	0.0	0	406	16.289891253755343	0.0	0	358	19.387762873947448	0.0	0	344	18.694494985824907	0.0	0	306	13.746244657893623	0.0	0	284	10.311852071256293	0.0	0	166	5.846274277493335	0.0	0	358	13.233063936021665	0.0	0	162	5.099691109888715	0.0	0	225	9.697456945796132	0.0	0	176	6.689798163584818	0.0	0	312	11.927262725849447	0.0	0	332	18.98176278932002	0.0	0	240	10.074599077561038	0.0	0	323	17.232048406888673	0.0	0	318	11.841915964964246	0.0	0	367	21.836372868446663	0.0
chr11:111224962-111249954	POU2AF1	POU2AF1	exon_3	0	609	27.44466229193342	0.0	0	284	12.080745838668374	0.0	0	732	23.62319942381562	0.0	0	464	19.47347151088348	0.0	0	418	15.818862035851472	0.0	0	328	18.852912932138285	0.0	0	222	8.807538412291933	0.0	0	590	29.280529769526247	0.0	0	527	21.16805377720871	0.0	0	319	15.648327464788732	0.0	0	710	38.03525128040973	0.0	0	929	54.35343309859155	0.0	0	274	14.44314180537772	0.0	0	520	27.386363636363637	0.0	0	836	44.613156209987196	0.0	0	866	44.832106274007685	0.0	0	429	17.504201344430218	0.0	0	702	25.129961587708067	0.0	0	862	33.42785691421255	0.0	0	413	23.103553137003843	0.0	0	538	24.083666773367476	0.0	0	574	27.16709346991037	0.0	0	405	21.08170614596671	0.0	0	571	22.576984635083228	0.0	0	429	22.617317541613318	0.0	0	303	14.104713508322662	0.0	0	937	64.24623879641486	0.0	0	1567	100.14020486555698	0.0	0	1025	63.535491357234314	0.0	0	906	42.29401408450704	0.0	0	271	16.332826504481435	0.0	0	432	25.43721991037132	0.0	0	573	25.048975672215107	0.0	0	576	25.440821062740078	0.0	0	589	20.16237195902689	0.0	0	500	22.069542253521128	0.0	0	569	20.062980153649168	0.0	0	455	16.903649167733676	0.0	0	465	13.950944302176696	0.0	0	399	15.84419014084507	0.0	0	517	29.11683738796415	0.0	0	560	17.38956466069142	0.0	0	312	14.859555057618438	0.0	0	592	29.75432138284251	0.0	0	400	24.354713508322664	0.0
chr12:111087187-111099291	HVCN1	HVCN1,TCTN1	exon_4,exon_15	0	648	30.36996034368804	0.0	0	263	12.10451090548579	0.0	0	609	24.741986120290814	0.0	0	403	25.528833443489756	0.0	0	371	14.817333113020489	0.0	0	432	24.24421678783873	0.0	0	612	29.78759087904825	0.0	0	685	33.44795109054858	0.0	0	477	22.52420687376074	0.0	0	449	18.002478519497686	0.0	0	721	44.858889623265036	0.0	0	837	62.66118638466622	0.0	0	392	18.340052875082616	0.0	0	555	27.05543621943159	0.0	0	917	49.5498182419035	0.0	0	989	50.85277594183741	0.0	0	461	20.092035690680767	0.0	0	685	27.999008592200926	0.0	0	771	36.86004626569729	0.0	0	406	25.70513879709187	0.0	0	540	28.397967614011897	0.0	0	504	28.98851619299405	0.0	0	580	32.004709187045606	0.0	0	432	24.454230006609386	0.0	0	460	32.08203899537343	0.0	0	171	12.646810971579644	0.0	0	982	69.63169200264376	0.0	0	1010	71.47331460674157	0.0	0	1260	83.86690350297422	0.0	0	752	44.212904824851286	0.0	0	243	16.819729015201585	0.0	0	446	27.38821877065433	0.0	0	568	26.6099636483807	0.0	0	512	25.5577495042961	0.0	0	541	21.822951090548578	0.0	0	551	26.062706543291473	0.0	0	530	22.37549570389954	0.0	0	434	17.98124586913417	0.0	0	394	16.746860541969596	0.0	0	383	21.109550561797754	0.0	0	527	30.497025776602776	0.0	0	569	19.54882683410443	0.0	0	237	15.804527428949108	0.0	0	552	28.226784534038334	0.0	0	505	30.76098810310641	0.0
chr12:113495947-113534751	DTX1	DTX1	exon_1	0	416	16.345119059890735	0.0	0	233	8.123260488609422	0.0	0	321	11.824631481290588	0.0	0	180	8.805612823420265	0.0	0	234	9.927507473456345	0.0	0	234	8.659777342542005	0.0	0	486	15.652303886197299	0.0	0	312	13.596278734151118	0.0	0	251	10.994304710854552	0.0	0	300	10.049376352953304	0.0	0	285	13.78448098134213	0.0	0	307	13.377151840016493	0.0	0	225	8.156478713534687	0.0	0	210	10.77074528399134	0.0	0	357	18.19606226162251	0.0	0	417	19.586099371198845	0.0	0	213	9.120219564993299	0.0	0	328	14.403180084527369	0.0	0	365	17.07512112153386	0.0	0	140	6.673925368518709	0.0	0	213	9.421271002989382	0.0	0	239	11.666786929182559	0.0	0	359	13.34135656117926	0.0	0	263	11.000695804556232	0.0	0	197	9.526801360684466	0.0	0	122	3.63864550046387	0.0	0	386	20.964359344397486	0.0	0	662	33.166194206782805	0.0	0	500	24.980156684877848	0.0	0	359	16.63078548603237	0.0	0	109	4.637795072672921	0.0	0	253	10.42871868879497	0.0	0	393	13.83406349860839	0.0	0	323	12.511596742603855	0.0	0	348	13.020590660756623	0.0	0	301	12.412096691062777	0.0	0	238	11.30210803009999	0.0	0	300	10.802211112256469	0.0	0	387	12.541464797443563	0.0	0	365	13.00319554685084	0.0	0	262	11.465390165962273	0.0	0	300	11.937274507782703	0.0	0	101	3.3874600556643646	0.0	0	317	12.90457169363983	0.0	0	230	9.404236676631275	0.0
chr12:122459983-122497093	BCL7A	BCL7A	exon_1	0	411	7.187577472379412	0.0	0	168	3.6031258420910808	0.0	0	304	5.883050390730261	0.0	0	269	6.678388574508219	0.0	0	280	4.928806251684182	0.0	0	337	5.58259229318243	0.0	0	435	7.965723524656426	0.0	0	382	8.172702775532201	0.0	0	396	6.798464025869038	0.0	0	315	4.945055241174885	0.0	0	456	9.564510913500404	0.0	0	297	8.470412287793048	0.0	0	223	4.116680140123956	0.0	0	336	6.438291565615737	0.0	0	640	12.88245755860954	0.0	0	560	12.525761250336837	0.0	0	255	4.920560495823228	0.0	0	441	8.482349770951226	0.0	0	444	9.989787119374832	0.0	0	199	4.118539477229858	0.0	0	318	6.878307733764484	0.0	0	352	7.882942603071948	0.0	0	338	6.914201023982754	0.0	0	352	6.789733225545675	0.0	0	297	6.2269469145782805	0.0	0	189	2.9623282134195636	0.0	0	499	13.561196443007276	0.0	0	942	25.89908380490434	0.0	0	776	16.675586095392077	0.0	0	487	11.54246833737537	0.0	0	153	3.2932363244408513	0.0	0	328	6.3252492589598495	0.0	0	324	6.449959579628133	0.0	0	389	8.093236324440852	0.0	0	359	6.312287793047696	0.0	0	267	6.839396389113446	0.0	0	413	7.454621395850175	0.0	0	364	6.032956076529238	0.0	0	306	5.683158178388575	0.0	0	327	5.917380759902991	0.0	0	352	6.779789814066289	0.0	0	343	6.263918081379682	0.0	0	146	2.560091619509566	0.0	0	182	3.757019671247642	0.0	0	342	8.348181083265967	0.0
chr12:12870771-12871939	CDKN1B	CDKN1B	exon_1	5	1323	488.923801369863	271.0	0	434	164.1292808219178	166.0	1	1178	411.291095890411	239.5	0	530	199.326198630137	105.0	0	461	157.77568493150685	99.5	2	591	270.214897260274	274.5	0	639	309.6892123287671	392.0	0	808	310.32705479452056	231.5	0	482	186.63698630136986	123.0	0	580	205.9529109589041	168.0	3	884	413.1232876712329	453.5	21	1312	722.3998287671233	844.0	0	746	325.29195205479454	356.0	0	755	309.0196917808219	231.0	4	1110	453.9571917808219	306.0	1	1017	416.4888698630137	303.0	0	475	172.52739726027397	102.0	0	815	300.36900684931504	207.0	1	773	282.701198630137	114.0	0	548	260.6070205479452	288.5	1	613	283.01455479452056	284.0	0	1015	393.1720890410959	305.5	0	944	371.17123287671234	354.0	0	738	295.8125	282.0	0	702	303.7542808219178	338.0	0	705	293.3972602739726	316.0	33	1262	662.8304794520548	797.5	22	1563	772.4734589041096	847.5	10	1664	785.9503424657535	819.5	1	928	366.3381849315069	303.5	3	433	243.68236301369862	312.0	3	848	353.027397260274	329.0	0	760	288.68407534246575	201.0	0	786	290.2756849315069	181.0	0	641	205.6164383561644	166.0	0	701	258.49058219178085	248.0	0	558	210.73373287671234	118.5	0	536	161.16095890410958	118.5	0	445	129.52825342465752	72.0	0	687	266.3621575342466	284.0	0	870	395.17551369863014	410.0	0	447	171.74914383561645	106.0	0	380	196.1875	241.5	0	762	323.2859589041096	242.5	3	814	363.06849315068496	397.0
chr12:49415549-49449143	KMT2D	KMT2D	exon_2	0	968	199.37378698577126	180.0	0	496	81.032773709591	71.0	0	685	137.80800142882657	120.0	0	1406	195.15440257188783	186.0	0	674	114.69470738822409	94.0	0	709	132.8995653985831	130.0	0	1091	144.70944216229088	135.0	0	1285	220.412633208311	196.0	0	1251	175.83970351848544	154.0	0	843	111.77359052211705	96.0	0	1797	284.94079299874977	286.0	0	1032	267.50312555813537	279.0	0	540	90.5426861939632	84.0	0	1143	180.2795141989641	170.0	0	1903	357.4172173602429	346.0	0	2312	364.3847710900756	346.0	0	973	142.42421265702208	120.0	0	1381	216.8696195749241	186.0	0	1456	266.4335893314282	246.0	0	522	122.3383044591296	130.0	0	1003	170.2326605941537	167.0	0	1236	226.4709174257308	220.0	0	1134	171.27424540096445	166.0	0	1218	183.35342620706078	169.0	0	861	156.71706257069715	154.0	0	495	49.178275882598086	44.0	0	2535	469.18848603917365	510.0	0	4623	809.3097576948264	850.0	0	2550	507.8516997082812	529.0	0	1958	329.4689825564089	329.0	0	445	83.93704232898732	84.0	0	979	175.39123057688872	166.0	0	1090	183.78710484015002	153.0	0	1163	196.80044055486098	179.0	0	840	147.41549086146335	128.0	0	1319	167.45427754956242	151.0	0	1493	234.25296183842352	196.0	0	713	130.91412156932785	103.0	0	731	108.96808953979877	84.0	0	1103	119.70158361612192	114.0	0	963	189.52958861701495	186.0	0	930	139.65562302792165	112.0	0	380	66.36866702387331	64.0	0	1032	177.928796808954	166.0	0	931	171.9743108888492	172.0
chr12:57490329-57502063	STAT6	STAT6	exon_2	0	324	64.06067837054712	27.0	0	127	23.252428839270497	9.0	0	309	44.03690131242543	19.5	0	253	51.29316516107039	29.0	0	194	31.76674620760184	12.0	0	210	40.49096642236237	21.0	0	204	40.29248338162604	14.0	0	318	58.86534855974092	22.0	0	298	47.18851201636271	16.0	0	172	26.48968808590421	7.0	0	307	84.22907789330152	53.0	0	352	94.34608829043805	72.0	0	209	30.42551559570479	13.0	0	307	54.07039372762911	25.0	0	419	94.91349923299812	51.0	0	412	95.17436509289244	49.0	0	191	38.14044656553605	16.0	0	289	55.48585307652974	26.0	0	351	71.61496505880348	34.0	0	155	39.16294528719959	28.0	0	257	51.48875063916823	29.0	0	319	64.6972899267087	32.0	0	274	52.46804158854611	24.0	0	265	49.244417930799386	23.0	0	202	51.493693540139766	30.0	0	80	17.65655360490881	6.0	0	447	132.69541503323674	98.0	0	770	218.31208454065109	149.5	0	633	169.87131412987898	108.0	0	390	88.32137378558036	51.0	0	124	30.07908641554457	21.0	0	241	53.9036986534856	31.0	0	329	50.107209817623996	22.0	0	306	52.87600136355889	25.0	0	284	44.173171978864836	18.0	0	255	45.120674961649904	15.0	0	356	62.77799556843361	25.0	0	425	79.35929776717232	32.5	0	169	28.385972387932505	12.0	0	177	39.28941537412647	10.0	0	267	52.83560593148117	26.0	0	246	37.65314470768706	16.0	0	99	22.32699846599625	12.0	0	289	49.59391511845918	23.0	0	247	53.18075677518323	34.0
chr12:92537799-92539332	BTG1	BTG1	exon_1	0	401	94.74298760600131	81.0	0	166	41.57142857142857	32.0	0	286	70.01956947162427	51.0	0	83	22.85388127853881	20.0	0	115	30.85388127853881	26.0	0	163	54.45009784735812	43.0	0	309	75.30724070450098	60.0	0	188	59.75277234181344	62.0	0	192	43.06196999347684	34.0	0	240	46.85909980430528	24.0	0	208	78.7501630789302	85.0	0	550	208.2713633398565	179.0	0	216	69.38095238095238	69.0	0	196	58.72407045009785	48.0	0	295	79.2204827136334	70.0	0	276	71.73842139595564	52.0	0	115	38.609915198956294	39.0	0	223	55.09784735812133	41.0	0	191	44.81539465101109	30.0	0	124	47.38486627527723	49.0	0	124	44.10045662100457	44.0	0	213	72.28375733855187	79.0	0	215	72.04957599478148	59.0	0	183	59.57860404435747	49.0	0	212	80.07045009784736	79.0	0	436	134.91128506197	71.0	0	423	163.204827136334	157.0	0	461	171.30202217873452	162.0	0	442	174.37703848662753	176.0	0	226	73.9706457925636	70.0	0	209	76.44292237442923	66.0	0	215	77.85583822570123	84.0	0	224	65.95368558382258	50.0	0	191	53.47227658186562	51.0	0	228	45.72407045009785	28.0	0	212	63.2133072407045	54.0	0	166	33.29680365296804	16.0	0	126	30.482713633398564	18.0	0	183	29.88519243313764	6.0	0	264	80.81865622961513	66.0	0	277	103.3529028049576	100.0	0	170	37.102413568166995	16.0	0	208	73.99282452707111	51.0	0	234	70.29223744292237	72.0	0	298	110.27984344422701	96.0
